 0.34531405  0.40244736  0.00000000  0.00000000  0.00000000  0.25615339  0.36490575  0.00000000  0.00000000 -0.31385859  0.25615339  0.36490575  0.00000000  0.00000000 -0.31385859
 0.40244736  1.00000000  0.00000000  0.00000000  0.00000000  0.36490575  0.94082324  0.00000000  0.00000000 -0.12971293  0.36490575  0.94082324  0.00000000  0.00000000 -0.12971293
 0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.69523873  0.00000000  0.00000000  0.00000000  0.00000000  0.69523873  0.00000000  0.00000000
 0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  0.69523873  0.00000000  0.00000000  0.00000000  0.00000000  0.69523873  0.00000000
 0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.31385859  0.12971293  0.00000000  0.00000000  0.18980017  0.31385859  0.12971293  0.00000000  0.00000000  0.18980017
 0.25615339  0.36490575  0.00000000  0.00000000  0.31385859  0.34531405  0.40244736  0.00000000  0.00000000  0.00000000  0.34531405  0.40244736  0.00000000  0.00000000  0.00000000
 0.36490575  0.94082324  0.00000000  0.00000000  0.12971293  0.40244736  1.00000000  0.00000000  0.00000000  0.00000000  0.40244736  1.00000000  0.00000000  0.00000000  0.00000000
 0.00000000  0.00000000  0.69523873  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000
 0.00000000  0.00000000  0.00000000  0.69523873  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000
-0.31385859 -0.12971293  0.00000000  0.00000000  0.18980017  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000
 0.25615339  0.36490575  0.00000000  0.00000000  0.31385859  0.34531405  0.40244736  0.00000000  0.00000000  0.00000000  0.34531405  0.40244736  0.00000000  0.00000000  0.00000000
 0.36490575  0.94082324  0.00000000  0.00000000  0.12971293  0.40244736  1.00000000  0.00000000  0.00000000  0.00000000  0.40244736  1.00000000  0.00000000  0.00000000  0.00000000
 0.00000000  0.00000000  0.69523873  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000
 0.00000000  0.00000000  0.00000000  0.69523873  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000
-0.31385859 -0.12971293  0.00000000  0.00000000  0.18980017  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000  0.00000000  0.00000000  0.00000000  0.00000000  1.00000000
